	filename	positive_pair	negative_pair	scene_label
8811	vocal_imitations/09063_105-metaloid-commercial_synthesizers.wav	sound_recordings/407_105-metaloid-commercial_synthesizers.wav	sound_recordings/270_269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ice cream van.wav	105-
8812	vocal_imitations/09064_105-metaloid-commercial_synthesizers.wav	sound_recordings/407_105-metaloid-commercial_synthesizers.wav	sound_recordings/074_073Music_Musical instrument_Accordion.wav	105-
8813	vocal_imitations/09065_105-metaloid-commercial_synthesizers.wav	sound_recordings/407_105-metaloid-commercial_synthesizers.wav	sound_recordings/541_239-xylophone-acoustic_instruments.wav	105-
8814	vocal_imitations/09066_105-metaloid-commercial_synthesizers.wav	sound_recordings/407_105-metaloid-commercial_synthesizers.wav	sound_recordings/173_172Sounds of things_Domestic sounds_home sounds_Coin (dropping).wav	105-
8815	vocal_imitations/09067_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/408_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/215_214Sounds of things_Explosion_Gunshot_gunfire_Machine gun.wav	106-
8816	vocal_imitations/09068_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/408_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/397_095-jackhammer_hammering-everyday.wav	106-
8817	vocal_imitations/09069_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/408_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/255_254Sounds of things_Vehicle_Boat_Water vehicle_Ship.wav	106-
8818	vocal_imitations/09070_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/408_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/198_197Sounds of things_Domestic sounds_home sounds_Writing.wav	106-
8819	vocal_imitations/09071_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/408_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/024_023Animal_Wild animals_Bird_Pigeon_dove_Coo.wav	106-
8820	vocal_imitations/09072_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/408_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	106-
8821	vocal_imitations/09073_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/408_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/153_152Sounds of things_Alarm_Car alarm.wav	106-
8822	vocal_imitations/09074_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/408_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/282_281Sounds of things_Wood_Splinter.wav	106-
8823	vocal_imitations/09075_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/408_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/370_068-elephant_trumpeting-everyday.wav	106-
8824	vocal_imitations/09076_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/408_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/188_187Sounds of things_Domestic sounds_home sounds_Scissors.wav	106-
8825	vocal_imitations/09077_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/408_106-mister_frosty-commercial_synthesizers.wav	sound_recordings/204_203Sounds of things_Engine_Light engine (high frequency)_Chainsaw.wav	106-
8826	vocal_imitations/09078_107-monkey_calling-everyday.wav	sound_recordings/409_107-monkey_calling-everyday.wav	sound_recordings/233_232Sounds of things_Mechanisms_Gears.wav	107-
8827	vocal_imitations/09079_107-monkey_calling-everyday.wav	sound_recordings/409_107-monkey_calling-everyday.wav	sound_recordings/070_069Human sounds_Respiratory sounds_Cough_Throat clearing.wav	107-
8828	vocal_imitations/09080_107-monkey_calling-everyday.wav	sound_recordings/409_107-monkey_calling-everyday.wav	sound_recordings/365_063-doorbell_ringing-everyday.wav	107-
8829	vocal_imitations/09081_107-monkey_calling-everyday.wav	sound_recordings/409_107-monkey_calling-everyday.wav	sound_recordings/368_066-duck_quacking-everyday.wav	107-
8830	vocal_imitations/09082_107-monkey_calling-everyday.wav	sound_recordings/409_107-monkey_calling-everyday.wav	sound_recordings/122_121Music_Musical instrument_Plucked string instrument_Guitar_Electric guitar.wav	107-
8831	vocal_imitations/09083_107-monkey_calling-everyday.wav	sound_recordings/409_107-monkey_calling-everyday.wav	sound_recordings/071_070Human sounds_Respiratory sounds_Sneeze.wav	107-
8832	vocal_imitations/09084_107-monkey_calling-everyday.wav	sound_recordings/409_107-monkey_calling-everyday.wav	sound_recordings/378_076-food_frying-everyday.wav	107-
8833	vocal_imitations/09085_107-monkey_calling-everyday.wav	sound_recordings/409_107-monkey_calling-everyday.wav	sound_recordings/134_133Music_Musical instrument_Wind instrument_woodwind instrument_Clarinet.wav	107-
8834	vocal_imitations/09086_107-monkey_calling-everyday.wav	sound_recordings/409_107-monkey_calling-everyday.wav	sound_recordings/084_083Music_Musical instrument_Bowed string instrument_Violin_fiddle_Pizzicato.wav	107-
8835	vocal_imitations/09087_107-monkey_calling-everyday.wav	sound_recordings/409_107-monkey_calling-everyday.wav	sound_recordings/520_218-vibraphone_sustained-acoustic_instruments.wav	107-
8836	vocal_imitations/09088_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/410_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/240_239Sounds of things_Miscellaneous sources_Duck call (hunting tool).wav	108-
8837	vocal_imitations/09089_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/410_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/521_219-viola_bowed-acoustic_instruments.wav	108-
8838	vocal_imitations/09090_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/410_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/278_277Sounds of things_Vehicle_Rail transport_Train_Train whistle.wav	108-
8839	vocal_imitations/09091_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/410_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/074_073Music_Musical instrument_Accordion.wav	108-
8840	vocal_imitations/09092_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/410_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	108-
8841	vocal_imitations/09093_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/410_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/205_204Sounds of things_Engine_Light engine (high frequency)_Dental drill_dentist_s drill.wav	108-
8842	vocal_imitations/09094_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/410_108-morphing_can_drum-commercial_synthesizers.wav	sound_recordings/440_138-rain_falling-everyday.wav	108-
8843	vocal_imitations/09095_109-mosquito_flying-everyday.wav	sound_recordings/411_109-mosquito_flying-everyday.wav	sound_recordings/333_031-cash_register_opening_closing-everyday.wav	109-
8844	vocal_imitations/09096_109-mosquito_flying-everyday.wav	sound_recordings/411_109-mosquito_flying-everyday.wav	sound_recordings/021_020Animal_Wild animals_Bird_Bird vocalization_bird call_bird song_Chirp_tweet.wav	109-
8845	vocal_imitations/09097_109-mosquito_flying-everyday.wav	sound_recordings/411_109-mosquito_flying-everyday.wav	sound_recordings/128_127Music_Musical instrument_Plucked string instrument_Ukulele.wav	109-
8846	vocal_imitations/09098_109-mosquito_flying-everyday.wav	sound_recordings/411_109-mosquito_flying-everyday.wav	sound_recordings/100_099Music_Musical instrument_Musical ensemble.wav	109-
8847	vocal_imitations/09099_109-mosquito_flying-everyday.wav	sound_recordings/411_109-mosquito_flying-everyday.wav	sound_recordings/172_171Sounds of things_Domestic sounds_home sounds_Chopping (food).wav	109-
8848	vocal_imitations/09100_109-mosquito_flying-everyday.wav	sound_recordings/411_109-mosquito_flying-everyday.wav	sound_recordings/118_117Music_Musical instrument_Percussion_Wood block.wav	109-
8849	vocal_imitations/09101_109-mosquito_flying-everyday.wav	sound_recordings/411_109-mosquito_flying-everyday.wav	sound_recordings/079_078Music_Musical instrument_Bell_Jingle bell.wav	109-
8850	vocal_imitations/09102_109-mosquito_flying-everyday.wav	sound_recordings/411_109-mosquito_flying-everyday.wav	sound_recordings/422_120-paper_crumpling-everyday.wav	109-
8851	vocal_imitations/09103_109-mosquito_flying-everyday.wav	sound_recordings/411_109-mosquito_flying-everyday.wav	sound_recordings/372_070-explosion_sounding-everyday.wav	109-
8852	vocal_imitations/09104_110-motorcycle_driving_away-everyday.wav	sound_recordings/412_110-motorcycle_driving_away-everyday.wav	sound_recordings/393_091-horn-acoustic_instruments.wav	110-
8853	vocal_imitations/09105_110-motorcycle_driving_away-everyday.wav	sound_recordings/412_110-motorcycle_driving_away-everyday.wav	sound_recordings/505_203-telephone_ringing-everyday.wav	110-
8854	vocal_imitations/09106_110-motorcycle_driving_away-everyday.wav	sound_recordings/412_110-motorcycle_driving_away-everyday.wav	sound_recordings/177_176Sounds of things_Domestic sounds_home sounds_Door_Knock.wav	110-
8855	vocal_imitations/09107_110-motorcycle_driving_away-everyday.wav	sound_recordings/412_110-motorcycle_driving_away-everyday.wav	sound_recordings/376_074-flute-acoustic_instruments.wav	110-
8856	vocal_imitations/09108_110-motorcycle_driving_away-everyday.wav	sound_recordings/412_110-motorcycle_driving_away-everyday.wav	sound_recordings/533_231-wind_chimes_ringing-everyday.wav	110-
8857	vocal_imitations/09109_110-motorcycle_driving_away-everyday.wav	sound_recordings/412_110-motorcycle_driving_away-everyday.wav	sound_recordings/222_221Sounds of things_Liquid_Pour_Trickle_dribble.wav	110-
8858	vocal_imitations/09110_110-motorcycle_driving_away-everyday.wav	sound_recordings/412_110-motorcycle_driving_away-everyday.wav	sound_recordings/530_228-waves_breaking-everyday.wav	110-
8859	vocal_imitations/09111_110-motorcycle_driving_away-everyday.wav	sound_recordings/412_110-motorcycle_driving_away-everyday.wav	sound_recordings/050_049Human sounds_Human locomotion_Shuffle.wav	110-
8860	vocal_imitations/09112_110-motorcycle_driving_away-everyday.wav	sound_recordings/412_110-motorcycle_driving_away-everyday.wav	sound_recordings/475_173-subsynth_2186-single_synthesizer.wav	110-
8861	vocal_imitations/09113_110-motorcycle_driving_away-everyday.wav	sound_recordings/412_110-motorcycle_driving_away-everyday.wav	sound_recordings/291_290Source_ambiguous sounds_Generic impact sounds_Slap_smack.wav	110-
8862	vocal_imitations/09114_110-motorcycle_driving_away-everyday.wav	sound_recordings/412_110-motorcycle_driving_away-everyday.wav	sound_recordings/512_210-trombone-acoustic_instruments.wav	110-
8863	vocal_imitations/09115_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/413_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/336_034-cello_bowed-acoustic_instruments.wav	111-
8864	vocal_imitations/09116_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/413_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/199_198Sounds of things_Domestic sounds_home sounds_Zipper (clothing).wav	111-
8865	vocal_imitations/09117_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/413_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/401_099-little_summer_boy-commercial_synthesizers.wav	111-
8866	vocal_imitations/09118_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/413_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/224_223Sounds of things_Liquid_Splash_splatter_Slosh.wav	111-
8867	vocal_imitations/09119_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/413_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/113_112Music_Musical instrument_Percussion_Mallet percussion_Marimba_xylophone.wav	111-
8868	vocal_imitations/09120_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/413_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/058_057Human sounds_Human voice_Laughter_Giggle.wav	111-
8869	vocal_imitations/09121_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/413_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/134_133Music_Musical instrument_Wind instrument_woodwind instrument_Clarinet.wav	111-
8870	vocal_imitations/09122_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/413_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/435_133-pig_oinking-everyday.wav	111-
8871	vocal_imitations/09123_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/413_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/199_198Sounds of things_Domestic sounds_home sounds_Zipper (clothing).wav	111-
8872	vocal_imitations/09124_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/413_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/475_173-subsynth_2186-single_synthesizer.wav	111-
8873	vocal_imitations/09125_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/413_111-narrow_timbre-commercial_synthesizers.wav	sound_recordings/364_062-door_knocked-everyday.wav	111-
8874	vocal_imitations/09126_112-needle_strings-commercial_synthesizers.wav	sound_recordings/414_112-needle_strings-commercial_synthesizers.wav	sound_recordings/369_067-electrical_interferences-commercial_synthesizers.wav	112-
8875	vocal_imitations/09127_112-needle_strings-commercial_synthesizers.wav	sound_recordings/414_112-needle_strings-commercial_synthesizers.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	112-
8876	vocal_imitations/09128_112-needle_strings-commercial_synthesizers.wav	sound_recordings/414_112-needle_strings-commercial_synthesizers.wav	sound_recordings/415_113-nose_blowing-everyday.wav	112-
8877	vocal_imitations/09129_112-needle_strings-commercial_synthesizers.wav	sound_recordings/414_112-needle_strings-commercial_synthesizers.wav	sound_recordings/127_126Music_Musical instrument_Plucked string instrument_Sitar.wav	112-
8878	vocal_imitations/09130_112-needle_strings-commercial_synthesizers.wav	sound_recordings/414_112-needle_strings-commercial_synthesizers.wav	sound_recordings/513_211-truck_accelerating-everyday.wav	112-
8879	vocal_imitations/09131_112-needle_strings-commercial_synthesizers.wav	sound_recordings/414_112-needle_strings-commercial_synthesizers.wav	sound_recordings/421_119-pages_turning-everyday.wav	112-
8880	vocal_imitations/09132_112-needle_strings-commercial_synthesizers.wav	sound_recordings/414_112-needle_strings-commercial_synthesizers.wav	sound_recordings/211_210Sounds of things_Explosion_Fireworks_Firecracker.wav	112-
8881	vocal_imitations/09133_112-needle_strings-commercial_synthesizers.wav	sound_recordings/414_112-needle_strings-commercial_synthesizers.wav	sound_recordings/360_058-dissonant_bells-commercial_synthesizers.wav	112-
8882	vocal_imitations/09134_112-needle_strings-commercial_synthesizers.wav	sound_recordings/414_112-needle_strings-commercial_synthesizers.wav	sound_recordings/408_106-mister_frosty-commercial_synthesizers.wav	112-
8883	vocal_imitations/09135_112-needle_strings-commercial_synthesizers.wav	sound_recordings/414_112-needle_strings-commercial_synthesizers.wav	sound_recordings/519_217-vibraphone_bowed-acoustic_instruments.wav	112-
8884	vocal_imitations/09136_113-nose_blowing-everyday.wav	sound_recordings/415_113-nose_blowing-everyday.wav	sound_recordings/086_085Music_Musical instrument_Brass instrument_Cornet.wav	113-
8885	vocal_imitations/09137_113-nose_blowing-everyday.wav	sound_recordings/415_113-nose_blowing-everyday.wav	sound_recordings/121_120Music_Musical instrument_Plucked string instrument_Guitar_Bass guitar.wav	113-
8886	vocal_imitations/09138_113-nose_blowing-everyday.wav	sound_recordings/415_113-nose_blowing-everyday.wav	sound_recordings/170_169Sounds of things_Domestic sounds_home sounds_Bathtub (filling or washing).wav	113-
8887	vocal_imitations/09139_113-nose_blowing-everyday.wav	sound_recordings/415_113-nose_blowing-everyday.wav	sound_recordings/056_055Human sounds_Human voice_Laughter_Baby laughter.wav	113-
8888	vocal_imitations/09140_113-nose_blowing-everyday.wav	sound_recordings/415_113-nose_blowing-everyday.wav	sound_recordings/042_041Human sounds_Hands_Clapping.wav	113-
8889	vocal_imitations/09141_113-nose_blowing-everyday.wav	sound_recordings/415_113-nose_blowing-everyday.wav	sound_recordings/402_100-machine_gun_firing-everyday.wav	113-
8890	vocal_imitations/09142_113-nose_blowing-everyday.wav	sound_recordings/415_113-nose_blowing-everyday.wav	sound_recordings/311_009-bagpipes_playing-everyday.wav	113-
8891	vocal_imitations/09143_113-nose_blowing-everyday.wav	sound_recordings/415_113-nose_blowing-everyday.wav	sound_recordings/112_111Music_Musical instrument_Percussion_Mallet percussion_Glockenspiel.wav	113-
8892	vocal_imitations/09144_113-nose_blowing-everyday.wav	sound_recordings/415_113-nose_blowing-everyday.wav	sound_recordings/392_090-hihat-acoustic_instruments.wav	113-
8893	vocal_imitations/09145_113-nose_blowing-everyday.wav	sound_recordings/415_113-nose_blowing-everyday.wav	sound_recordings/390_088-harp_playing-everyday.wav	113-
8894	vocal_imitations/09146_114-oboe-acoustic_instruments.wav	sound_recordings/416_114-oboe-acoustic_instruments.wav	sound_recordings/138_137Music_Musical instrument_Wind instrument_woodwind instrument_Saxophone_Soprano saxophone.wav	114-
8895	vocal_imitations/09147_114-oboe-acoustic_instruments.wav	sound_recordings/416_114-oboe-acoustic_instruments.wav	sound_recordings/359_057-dark_synth_pad-commercial_synthesizers.wav	114-
8896	vocal_imitations/09148_114-oboe-acoustic_instruments.wav	sound_recordings/416_114-oboe-acoustic_instruments.wav	sound_recordings/528_226-water_dripping-everyday.wav	114-
8897	vocal_imitations/09149_114-oboe-acoustic_instruments.wav	sound_recordings/416_114-oboe-acoustic_instruments.wav	sound_recordings/465_163-subsynth_2009-single_synthesizer.wav	114-
8898	vocal_imitations/09150_114-oboe-acoustic_instruments.wav	sound_recordings/416_114-oboe-acoustic_instruments.wav	sound_recordings/177_176Sounds of things_Domestic sounds_home sounds_Door_Knock.wav	114-
8899	vocal_imitations/09151_114-oboe-acoustic_instruments.wav	sound_recordings/416_114-oboe-acoustic_instruments.wav	sound_recordings/500_198-synth_evolving_lead-commercial_synthesizers.wav	114-
8900	vocal_imitations/09152_114-oboe-acoustic_instruments.wav	sound_recordings/416_114-oboe-acoustic_instruments.wav	sound_recordings/501_199-synth_metallic_stars-commercial_synthesizers.wav	114-
8901	vocal_imitations/09153_114-oboe-acoustic_instruments.wav	sound_recordings/416_114-oboe-acoustic_instruments.wav	sound_recordings/526_224-water_bubbling-everyday.wav	114-
8902	vocal_imitations/09154_114-oboe-acoustic_instruments.wav	sound_recordings/416_114-oboe-acoustic_instruments.wav	sound_recordings/231_230Sounds of things_Mechanisms_Clock_Tick.wav	114-
8903	vocal_imitations/09155_114-oboe-acoustic_instruments.wav	sound_recordings/416_114-oboe-acoustic_instruments.wav	sound_recordings/405_103-marble_on_a_journey-commercial_synthesizers.wav	114-
8904	vocal_imitations/09156_115-orbit_station-commercial_synthesizers.wav	sound_recordings/417_115-orbit_station-commercial_synthesizers.wav	sound_recordings/190_189Sounds of things_Domestic sounds_home sounds_Sink (filling or washing).wav	115-
8905	vocal_imitations/09157_115-orbit_station-commercial_synthesizers.wav	sound_recordings/417_115-orbit_station-commercial_synthesizers.wav	sound_recordings/427_125-person_clearing_throat-everyday.wav	115-
8906	vocal_imitations/09158_115-orbit_station-commercial_synthesizers.wav	sound_recordings/417_115-orbit_station-commercial_synthesizers.wav	sound_recordings/385_083-guitar-acoustic_instruments.wav	115-
8907	vocal_imitations/09159_115-orbit_station-commercial_synthesizers.wav	sound_recordings/417_115-orbit_station-commercial_synthesizers.wav	sound_recordings/404_102-marble_in_a_glass_bowl-commercial_synthesizers.wav	115-
8908	vocal_imitations/09160_115-orbit_station-commercial_synthesizers.wav	sound_recordings/417_115-orbit_station-commercial_synthesizers.wav	sound_recordings/267_266Sounds of things_Vehicle_Motor vehicle (road)_Traffic noise_roadway noise.wav	115-
8909	vocal_imitations/09161_115-orbit_station-commercial_synthesizers.wav	sound_recordings/417_115-orbit_station-commercial_synthesizers.wav	sound_recordings/510_208-train_passing-everyday.wav	115-
8910	vocal_imitations/09162_115-orbit_station-commercial_synthesizers.wav	sound_recordings/417_115-orbit_station-commercial_synthesizers.wav	sound_recordings/193_192Sounds of things_Domestic sounds_home sounds_Typing_Computer keyboard.wav	115-
8911	vocal_imitations/09163_115-orbit_station-commercial_synthesizers.wav	sound_recordings/417_115-orbit_station-commercial_synthesizers.wav	sound_recordings/192_191Sounds of things_Domestic sounds_home sounds_Toothbrush_Electric toothbrush.wav	115-
8912	vocal_imitations/09164_115-orbit_station-commercial_synthesizers.wav	sound_recordings/417_115-orbit_station-commercial_synthesizers.wav	sound_recordings/155_154Sounds of things_Alarm_Fire alarm.wav	115-
8913	vocal_imitations/09165_115-orbit_station-commercial_synthesizers.wav	sound_recordings/417_115-orbit_station-commercial_synthesizers.wav	sound_recordings/059_058Human sounds_Human voice_Screaming.wav	115-
8914	vocal_imitations/09166_115-orbit_station-commercial_synthesizers.wav	sound_recordings/417_115-orbit_station-commercial_synthesizers.wav	sound_recordings/280_279Sounds of things_Wood_Crack.wav	115-
8915	vocal_imitations/09167_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/418_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/215_214Sounds of things_Explosion_Gunshot_gunfire_Machine gun.wav	116-
8916	vocal_imitations/09168_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/418_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/122_121Music_Musical instrument_Plucked string instrument_Guitar_Electric guitar.wav	116-
8917	vocal_imitations/09169_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/418_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/256_255Sounds of things_Vehicle_Motor vehicle (road)_Bus.wav	116-
8918	vocal_imitations/09170_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/418_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/154_153Sounds of things_Alarm_Doorbell_Ding_dong.wav	116-
8919	vocal_imitations/09171_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/418_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/323_021-bongos_playing-everyday.wav	116-
8920	vocal_imitations/09172_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/418_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/285_284Source_ambiguous sounds_Deformable shell_Tearing.wav	116-
8921	vocal_imitations/09173_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/418_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/237_236Sounds of things_Mechanisms_Ratchet_pawl.wav	116-
8922	vocal_imitations/09174_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/418_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/354_052-crow_cawing-everyday.wav	116-
8923	vocal_imitations/09175_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/418_116-orchestra_bells-acoustic_instruments.wav	sound_recordings/036_035Human sounds_Digestive_Biting_Chewing.wav	116-
8924	vocal_imitations/09176_117-organ_playing-everyday.wav	sound_recordings/419_117-organ_playing-everyday.wav	sound_recordings/495_193-subsynth_5940-single_synthesizer.wav	117-
8925	vocal_imitations/09177_117-organ_playing-everyday.wav	sound_recordings/419_117-organ_playing-everyday.wav	sound_recordings/115_114Music_Musical instrument_Percussion_Rattle (instrument)_Maraca.wav	117-
8926	vocal_imitations/09178_117-organ_playing-everyday.wav	sound_recordings/419_117-organ_playing-everyday.wav	sound_recordings/418_116-orchestra_bells-acoustic_instruments.wav	117-
8927	vocal_imitations/09179_117-organ_playing-everyday.wav	sound_recordings/419_117-organ_playing-everyday.wav	sound_recordings/433_131-piano-acoustic_instruments.wav	117-
8928	vocal_imitations/09180_117-organ_playing-everyday.wav	sound_recordings/419_117-organ_playing-everyday.wav	sound_recordings/476_174-subsynth_2198-single_synthesizer.wav	117-
8929	vocal_imitations/09181_117-organ_playing-everyday.wav	sound_recordings/419_117-organ_playing-everyday.wav	sound_recordings/002_001Animal_Domestic animals_pets_Cat_Hiss.wav	117-
8930	vocal_imitations/09182_117-organ_playing-everyday.wav	sound_recordings/419_117-organ_playing-everyday.wav	sound_recordings/233_232Sounds of things_Mechanisms_Gears.wav	117-
8931	vocal_imitations/09183_117-organ_playing-everyday.wav	sound_recordings/419_117-organ_playing-everyday.wav	sound_recordings/366_064-drill_drilling-everyday.wav	117-
8932	vocal_imitations/09184_117-organ_playing-everyday.wav	sound_recordings/419_117-organ_playing-everyday.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	117-
8933	vocal_imitations/09185_117-organ_playing-everyday.wav	sound_recordings/419_117-organ_playing-everyday.wav	sound_recordings/466_164-subsynth_2010-single_synthesizer.wav	117-
8934	vocal_imitations/09186_117-organ_playing-everyday.wav	sound_recordings/419_117-organ_playing-everyday.wav	sound_recordings/263_262Sounds of things_Vehicle_Motor vehicle (road)_Emergency vehicle_Ambulance (siren).wav	117-
8935	vocal_imitations/09187_118-owl_hooting-everyday.wav	sound_recordings/420_118-owl_hooting-everyday.wav	sound_recordings/356_054-cutting_paper-everyday.wav	118-
8936	vocal_imitations/09188_118-owl_hooting-everyday.wav	sound_recordings/420_118-owl_hooting-everyday.wav	sound_recordings/336_034-cello_bowed-acoustic_instruments.wav	118-
8937	vocal_imitations/09189_118-owl_hooting-everyday.wav	sound_recordings/420_118-owl_hooting-everyday.wav	sound_recordings/326_024-bullet_time-commercial_synthesizers.wav	118-
8938	vocal_imitations/09190_118-owl_hooting-everyday.wav	sound_recordings/420_118-owl_hooting-everyday.wav	sound_recordings/171_170Sounds of things_Domestic sounds_home sounds_Blender.wav	118-
8939	vocal_imitations/09191_118-owl_hooting-everyday.wav	sound_recordings/420_118-owl_hooting-everyday.wav	sound_recordings/351_049-crash_cymbal_mallet_roll-acoustic_instruments.wav	118-
8940	vocal_imitations/09192_118-owl_hooting-everyday.wav	sound_recordings/420_118-owl_hooting-everyday.wav	sound_recordings/260_259Sounds of things_Vehicle_Motor vehicle (road)_Car_Race car_auto racing.wav	118-
8941	vocal_imitations/09193_118-owl_hooting-everyday.wav	sound_recordings/420_118-owl_hooting-everyday.wav	sound_recordings/247_246Sounds of things_Tools_Sanding.wav	118-
8942	vocal_imitations/09194_118-owl_hooting-everyday.wav	sound_recordings/420_118-owl_hooting-everyday.wav	sound_recordings/447_145-saw_sawing-everyday.wav	118-
8943	vocal_imitations/09195_118-owl_hooting-everyday.wav	sound_recordings/420_118-owl_hooting-everyday.wav	sound_recordings/183_182Sounds of things_Domestic sounds_home sounds_Frying (food).wav	118-
8944	vocal_imitations/09196_118-owl_hooting-everyday.wav	sound_recordings/420_118-owl_hooting-everyday.wav	sound_recordings/204_203Sounds of things_Engine_Light engine (high frequency)_Chainsaw.wav	118-
8945	vocal_imitations/09197_119-pages_turning-everyday.wav	sound_recordings/421_119-pages_turning-everyday.wav	sound_recordings/446_144-sandpaper_rubbing-everyday.wav	119-
8946	vocal_imitations/09198_119-pages_turning-everyday.wav	sound_recordings/421_119-pages_turning-everyday.wav	sound_recordings/202_201Sounds of things_Engine_Idling.wav	119-
8947	vocal_imitations/09199_119-pages_turning-everyday.wav	sound_recordings/421_119-pages_turning-everyday.wav	sound_recordings/156_155Sounds of things_Alarm_Foghorn.wav	119-
8948	vocal_imitations/09200_119-pages_turning-everyday.wav	sound_recordings/421_119-pages_turning-everyday.wav	sound_recordings/314_012-basketball_dribbling-everyday.wav	119-
8949	vocal_imitations/09201_119-pages_turning-everyday.wav	sound_recordings/421_119-pages_turning-everyday.wav	sound_recordings/105_104Music_Musical instrument_Percussion_Drum kit_Drum machine.wav	119-
8950	vocal_imitations/09202_119-pages_turning-everyday.wav	sound_recordings/421_119-pages_turning-everyday.wav	sound_recordings/068_067Human sounds_Respiratory sounds_Breathing_Pant.wav	119-
8951	vocal_imitations/09203_119-pages_turning-everyday.wav	sound_recordings/421_119-pages_turning-everyday.wav	sound_recordings/402_100-machine_gun_firing-everyday.wav	119-
8952	vocal_imitations/09204_119-pages_turning-everyday.wav	sound_recordings/421_119-pages_turning-everyday.wav	sound_recordings/310_008-baby_crying-everyday.wav	119-
